Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Context Cookies","Knowledge-Based Intelligent Information and Engineering Systems","","","","10.1007/978-3-540-85563-7_95","Ramón HervásGabriel ChaviraSalvador W. NavaVladimir VillarrealJosé Bravo","2008","http://link.springer.com/chapter/10.1007/978-3-540-85563-7_95","Chapter"
"Who Should Be Invited to My Party: A Size-Constrained k-Core Problem in Social Networks","Journal of Computer Science and Technology","","34","1","10.1007/s11390-019-1905-0","Yu-Liang MaYe YuanFei-Da ZhuGuo-Ren WangJing XiaoJian-Zong Wang","2019","http://link.springer.com/article/10.1007/s11390-019-1905-0","Article"
"Weighted Angle Based Approach for Face Recognition","Advances in Computer Science and Information Technology. Networks and Communications","","","","10.1007/978-3-642-27299-8_34","M. Koteswara RaoK. VeeraswamyK. Anitha SheelaB. Chandra Mohan","2012","http://link.springer.com/chapter/10.1007/978-3-642-27299-8_34","Chapter"
"Analyzing Location Predictability on Location-Based Social Networks","Advances in Knowledge Discovery and Data Mining","","","","10.1007/978-3-319-06608-0_9","Defu LianYin ZhuXing XieEnhong Chen","2014","http://link.springer.com/chapter/10.1007/978-3-319-06608-0_9","Chapter"
"Multimodal Approaches in Analysing and Interpreting Big Social Media Data","Multimodal Analytics for Next-Generation Big Data Technologies and Applications","","","","10.1007/978-3-319-97598-6_15","Eugene Ch’ngMengdi LiZiyang ChenJingbo LangSimon See","2019","http://link.springer.com/chapter/10.1007/978-3-319-97598-6_15","Chapter"
"Optimal Broadcast in Shared Spectrum Radio Networks","Principles of Distributed Systems","","","","10.1007/978-3-642-35476-2_13","Mohsen GhaffariSeth GilbertCalvin NewportHenry Tan","2012","http://link.springer.com/chapter/10.1007/978-3-642-35476-2_13","Chapter"
"Low redundancy polynomial checks for numerical computation","Applicable Algebra in Engineering, Communication and Computing","","7","6","10.1007/BF01293262","F. S. Vainstein","1996","http://link.springer.com/article/10.1007/BF01293262","Article"
"Towards Unified Provenance Granularities","Provenance and Annotation of Data and Processes","","","","10.1007/978-3-642-34222-6_4","Timothy LeboPing WangAlvaro GravesDeborah L. McGuinness","2012","http://link.springer.com/chapter/10.1007/978-3-642-34222-6_4","Chapter"
"Secrecy Preserving BDI Agents Based on Answerset Programming","Multiagent System Technologies","","","","10.1007/978-3-642-40776-5_13","Patrick KrümpelmannGabriele Kern-Isberner","2013","http://link.springer.com/chapter/10.1007/978-3-642-40776-5_13","Chapter"
"Trafficopter: A distributed collection system for traffic information","Cooperative Information Agents II Learning, Mobility and Electronic Commerce for Information Discovery on the Internet","","","","10.1007/BFb0053673","Alexandras MoukasKonstantinos ChandrinosPattie Maes","1998","http://link.springer.com/chapter/10.1007/BFb0053673","Chapter"
"XG: A Data-Driven Computation Grid for Enterprise-Scale Mining","Database and Expert Systems Applications","","","","10.1007/11546924_81","Radu SionRamesh NatarajanInderpal NarangWen-Syan LiThomas Phan","2005","http://link.springer.com/chapter/10.1007/11546924_81","Chapter"
"Handwriting Biometrics: Feature Selection Based Improvements in Authentication and Hash Generation Accuracy","Biometrics and ID Management","","","","10.1007/978-3-642-19530-3_4","Andrey MakrushinTobias ScheidatClaus Vielhauer","2011","http://link.springer.com/chapter/10.1007/978-3-642-19530-3_4","Chapter"
"Changing the Model in Pharma and Healthcare – Can We Afford to Wait Any Longer?","Data Integration in the Life Sciences","","","","10.1007/978-3-642-39437-9_1","Erich Alfred Gombocz","2013","http://link.springer.com/chapter/10.1007/978-3-642-39437-9_1","Chapter"
"Agent-Mining Interaction: An Emerging Area","Autonomous Intelligent Systems: Multi-Agents and Data Mining","","","","10.1007/978-3-540-72839-9_5","Longbing CaoChao LuoChengqi Zhang","2007","http://link.springer.com/chapter/10.1007/978-3-540-72839-9_5","Chapter"
"Achieving Fairness with Decision Trees: An Adversarial Approach","Data Science and Engineering","","5","2","10.1007/s41019-020-00124-2","Vincent GrariBoris RufSylvain LamprierMarcin Detyniecki","2020","http://link.springer.com/article/10.1007/s41019-020-00124-2","Article"
"Machine Learning – The Results Are Not the only Thing that Matters! What About Security, Explainability and Fairness?","Computational Science – ICCS 2020","","","","10.1007/978-3-030-50423-6_46","Michał ChoraśMarek PawlickiDamian PuchalskiRafał Kozik","2020","http://link.springer.com/chapter/10.1007/978-3-030-50423-6_46","Chapter"
"A Multi-view Learning Approach to the Discovery of Deviant Process Instances","On the Move to Meaningful Internet Systems: OTM 2015 Conferences","","","","10.1007/978-3-319-26148-5_9","Alfredo CuzzocreaFrancesco FolinoMassimo GuarascioLuigi Pontieri","2015","http://link.springer.com/chapter/10.1007/978-3-319-26148-5_9","Chapter"
"High-Voltage Equipment Monitoring System Based on IOT","Wireless Communications and Applications","","","","10.1007/978-3-642-29157-9_5","Ye CaiXiao-Qin HuangJie He","2012","http://link.springer.com/chapter/10.1007/978-3-642-29157-9_5","Chapter"
"Detection of Polymorphic Viruses in Windows Executables","Contemporary Computing","","","","10.1007/978-3-642-14825-5_11","Abhiram KasinaAmit SutharRajeev Kumar","2010","http://link.springer.com/chapter/10.1007/978-3-642-14825-5_11","Chapter"
"Lessons from the Application of Domain-Independent Data Mining System for Discovering Web User Access Patterns","Knowledge-Based Intelligent Information and Engineering Systems","","","","10.1007/11893011_100","Leszek BorzemskiAdam Druszcz","2006","http://link.springer.com/chapter/10.1007/11893011_100","Chapter"
"Characterization of Individual Mobility for Non-routine Scenarios from Crowd Sensing and Clustered Data","Ambient Intelligence","","","","10.1007/978-3-030-34255-5_20","Inês CunhaJoão SimõesAna AlvesRui GomesAnabela Ribeiro","2019","http://link.springer.com/chapter/10.1007/978-3-030-34255-5_20","Chapter"
"DDNE: Discriminative Distance Metric Learning for Network Embedding","Computational Science – ICCS 2020","","","","10.1007/978-3-030-50371-0_42","Xiaoxue LiYangxi LiYanmin ShangLingling TongFang FangPengfei YinJie ChengJing Li","2020","http://link.springer.com/chapter/10.1007/978-3-030-50371-0_42","Chapter"
"Collaborative Filtering for Estimating Health Related Utilities in Decision Support Systems","Artificial Intelligence in Medicine","","","","10.1007/978-3-319-19551-3_13","Enea ParimbelliSilvana QuagliniRiccardo BellazziJohn H. Holmes","2015","http://link.springer.com/chapter/10.1007/978-3-319-19551-3_13","Chapter"
"StarGAN-ZSVC: Towards Zero-Shot Voice Conversion in Low-Resource Contexts","Artificial Intelligence Research","","","","10.1007/978-3-030-66151-9_5","Matthew BaasHerman Kamper","2020","http://link.springer.com/chapter/10.1007/978-3-030-66151-9_5","Chapter"
"A smart anomaly-based intrusion detection system for the Internet of Things (IoT) network using GWO–PSO–RF model","Journal of Reliable Intelligent Environments","","7","1","10.1007/s40860-020-00126-x","Pankaj Kumar KeserwaniMahesh Chandra GovilEmmanuel S. PilliPrajjval Govil","2021","http://link.springer.com/article/10.1007/s40860-020-00126-x","Article"
"Target Track Recognition from Few-Labeled Radar Data with Outliers","Urban Intelligence and Applications","","","","10.1007/978-981-33-4601-7_21","Yuqi FanGuangming ShenXiaohui YuanJuan Xu","2020","http://link.springer.com/chapter/10.1007/978-981-33-4601-7_21","Chapter"
"Prospero’s Books: A Distributed Architecture for AI","Distributed Computing and Internet Technology","","","","10.1007/978-3-030-36987-3_3","Bhubaneswar (Bud) Mishra","2020","http://link.springer.com/chapter/10.1007/978-3-030-36987-3_3","Chapter"
"Missing Value Imputation for the Analysis of Incomplete Traffic Accident Data","Machine Learning and Cybernetics","","","","10.1007/978-3-662-45652-1_28","Rupam DebAlan Wee-chung Liew","2014","http://link.springer.com/chapter/10.1007/978-3-662-45652-1_28","Chapter"
"AI Supervision with a Red Team","Keeping Your AI Under Control","","","","10.1007/978-1-4842-5467-7_9","Anand Tamboli","2019","http://link.springer.com/chapter/10.1007/978-1-4842-5467-7_9","Chapter"
"Towards a Typology of Intentionally Inaccurate Representations of Reality in Media Content","Human-Centric Computing in a Data-Driven Society","","","","10.1007/978-3-030-62803-1_23","Matthew J. DavisPer Fors","2020","http://link.springer.com/chapter/10.1007/978-3-030-62803-1_23","Chapter"
"Implementation of Access Control Model for Distributed Information Systems Using Usage Control","Security and Intelligent Information Systems","","","","10.1007/978-3-642-25261-7_5","Aneta Poniszewska-Maranda","2012","http://link.springer.com/chapter/10.1007/978-3-642-25261-7_5","Chapter"
"Intelligent Hybrid Anomaly Network Intrusion Detection System","Communication and Networking","","","","10.1007/978-3-642-27192-2_25","Heba F. EidAshraf DarwishAboul Ella HassanienTai-hoon Kim","2012","http://link.springer.com/chapter/10.1007/978-3-642-27192-2_25","Chapter"
"Managing COPD Exacerbations with Telemedicine","Artificial Intelligence in Medicine","","","","10.1007/978-3-642-22218-4_21","Maarten van der HeijdenBas LijnsePeter J. F. LucasYvonne F. HeijdraTjard R. J. Schermer","2011","http://link.springer.com/chapter/10.1007/978-3-642-22218-4_21","Chapter"
"Defense–in–Depth Strategy for Smart Service Sever Cyber Security","Computer Applications for Communication, Networking, and Digital Contents","","","","10.1007/978-3-642-35594-3_26","Hanseong SonSoongohn Kim","2012","http://link.springer.com/chapter/10.1007/978-3-642-35594-3_26","Chapter"
"Strategies for a Creative Future with Computer Science, Quality Design and Communicability","Human-Computer Interaction, Tourism and Cultural Heritage","","","","10.1007/978-3-642-18348-5_6","Francisco V. Cipolla FicarraMaria Villarreal","2011","http://link.springer.com/chapter/10.1007/978-3-642-18348-5_6","Chapter"
"Deep Semi-supervised Segmentation with Weight-Averaged Consistency Targets","Deep Learning in Medical Image Analysis and Multimodal Learning for Clinical Decision Support","","","","10.1007/978-3-030-00889-5_2","Christian S. PeroneJulien Cohen-Adad","2018","http://link.springer.com/chapter/10.1007/978-3-030-00889-5_2","Chapter"
"SCAN: Structure Correcting Adversarial Network for Organ Segmentation in Chest X-Rays","Deep Learning in Medical Image Analysis and Multimodal Learning for Clinical Decision Support","","","","10.1007/978-3-030-00889-5_30","Wei DaiNanqing DongZeya WangXiaodan LiangHao ZhangEric P. Xing","2018","http://link.springer.com/chapter/10.1007/978-3-030-00889-5_30","Chapter"
"Logical Approaches to Incomplete Information: A Survey","Logics for Databases and Information Systems","","","","10.1007/978-1-4615-5643-5_10","Ron van der Meyden","1998","http://link.springer.com/chapter/10.1007/978-1-4615-5643-5_10","Chapter"
"Metacluster-based Projective Clustering Ensembles","Machine Learning","","98","1 - 2","10.1007/s10994-013-5395-y","Francesco GulloCarlotta DomeniconiAndrea Tagarelli","2015","http://link.springer.com/article/10.1007/s10994-013-5395-y","Article"
"Semantic Link Network for Understanding and Representing Reality in 
          Cyber-Physical-Social Space—A Model for Managing COVID-19 Pandemic","Cyber-Physical-Social Intelligence","","","","10.1007/978-981-13-7311-4_10","Hai Zhuge","2020","http://link.springer.com/chapter/10.1007/978-981-13-7311-4_10","Chapter"
"Efficient Visual Recognition","International Journal of Computer Vision","","128","8 - 9","10.1007/s11263-020-01351-w","Li LiuMatti PietikäinenJie QinWanli OuyangLuc Van Gool","2020","http://link.springer.com/article/10.1007/s11263-020-01351-w","Article"
"Communicating Is Crowdsourcing: Wi-Fi Indoor Localization with CSI-Based Speed Estimation","Journal of Computer Science and Technology","","29","4","10.1007/s11390-014-1452-7","Zhi-Ping JiangWei XiXiangyang LiShaojie TangJi-Zhong ZhaoJin-Song HanKun ZhaoZhi WangBo Xiao","2014","http://link.springer.com/article/10.1007/s11390-014-1452-7","Article"
"Personalization Models for Human Activity Recognition with Distribution Matching-Based Metrics","Deep Learning for Human Activity Recognition","","","","10.1007/978-981-16-0575-8_4","Huy Thong NguyenHyeokhyen KwonHarish HaresamudramAndrew F. PetersonThomas Plötz","2021","http://link.springer.com/chapter/10.1007/978-981-16-0575-8_4","Chapter"
"Design of a concurrent agent-oriented language","Intelligent Agents","","","","10.1007/3-540-58855-8_25","Devindra WeerasooriyaAnand RaoKotagiri Ramamohanarao","1995","http://link.springer.com/chapter/10.1007/3-540-58855-8_25","Chapter"
"Intrusion Detection Based on Dynamic Self-organizing Map Neural Network Clustering","Advances in Neural Networks – ISNN 2005","","","","10.1007/11427469_69","Yong FengKaigui WuZhongfu WuZhongyang Xiong","2005","http://link.springer.com/chapter/10.1007/11427469_69","Chapter"
"Application of deep learning in detecting neurological disorders from magnetic resonance images: a survey on the detection of Alzheimer’s disease, Parkinson’s disease and schizophrenia","Brain Informatics","","7","1","10.1186/s40708-020-00112-2","Manan Binth Taj NoorNusrat Zerin ZeniaM Shamim KaiserShamim Al MamunMufti Mahmud","2020","http://link.springer.com/article/10.1186/s40708-020-00112-2","Article"
"Adversarial Autoencoder and Multi-Task Semi-Supervised Learning for Multi-stage Process","Advances in Knowledge Discovery and Data Mining","","","","10.1007/978-3-030-47436-2_1","Andre MendesJulian TogeliusLeandro dos Santos Coelho","2020","http://link.springer.com/chapter/10.1007/978-3-030-47436-2_1","Chapter"
"Semi-supervised Multi-task Learning with Chest X-Ray Images","Machine Learning in Medical Imaging","","","","10.1007/978-3-030-32692-0_18","Abdullah-Al-Zubaer ImranDemetri Terzopoulos","2019","http://link.springer.com/chapter/10.1007/978-3-030-32692-0_18","Chapter"
"More Attentional Local Descriptors for Few-Shot Learning","Artificial Neural Networks and Machine Learning – ICANN 2020","","","","10.1007/978-3-030-61609-0_33","Hui LiLiu YangFei Gao","2020","http://link.springer.com/chapter/10.1007/978-3-030-61609-0_33","Chapter"
"Deep Detection for Face Manipulation","Neural Information Processing","","","","10.1007/978-3-030-63823-8_37","Disheng FengXuequan LuXufeng Lin","2020","http://link.springer.com/chapter/10.1007/978-3-030-63823-8_37","Chapter"
"Deliberation dialogues for reasoning about safety critical actions","Autonomous Agents and Multi-Agent Systems","","25","2","10.1007/s10458-011-9174-5","Pancho TolchinskySanjay ModgilKatie AtkinsonPeter McBurneyUlises Cortés","2012","http://link.springer.com/article/10.1007/s10458-011-9174-5","Article"
"Approximate Continuous Top-k Query over Sliding Window","Journal of Computer Science and Technology","","32","1","10.1007/s11390-017-1708-0","Rui ZhuBin WangShi-Ying LuoXiao-Chun YangGuo-Ren Wang","2017","http://link.springer.com/article/10.1007/s11390-017-1708-0","Article"
"AI-Empowered Process Mining for Complex Application Scenarios: Survey and Discussion","Journal on Data Semantics","","","","10.1007/s13740-021-00121-2","Francesco FolinoLuigi Pontieri","2021","http://link.springer.com/article/10.1007/s13740-021-00121-2","Article"
"Realistic Adversarial Data Augmentation for MR Image Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_65","Chen ChenChen QinHuaqi QiuCheng OuyangShuo WangLiang ChenGiacomo TarroniWenjia BaiDaniel Rueckert","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_65","Chapter"
"A New Interpretability Criteria for Neuro-Fuzzy Systems for Nonlinear Classification","Artificial Intelligence and Soft Computing","","","","10.1007/978-3-319-19324-3_41","Krystian ŁapaKrzysztof CpałkaAlexander I. Galushkin","2015","http://link.springer.com/chapter/10.1007/978-3-319-19324-3_41","Chapter"
"A Novel Malware Detection and Classification Method Based on Capsule Network","Artificial Intelligence and Security","","","","10.1007/978-3-030-24274-9_52","Shu-wei WangGang ZhouJi-cang LuFeng-juan Zhang","2019","http://link.springer.com/chapter/10.1007/978-3-030-24274-9_52","Chapter"
"Investigating the Usability of SIFT Features in Biometrics","Intelligence for Nonlinear Dynamics and Synchronisation","","","","10.2991/978-94-91216-30-5_5","Dakshina Ranjan Kisku Dr.Ajita RattaniMassimo TistarelliJamuna Kanta SingPhalguni Gupta","2010","http://link.springer.com/chapter/10.2991/978-94-91216-30-5_5","Chapter"
"Network Security Situation Prediction: A Review and Discussion","Intelligence in the Era of Big Data","","","","10.1007/978-3-662-46742-8_39","Yu-Beng LeauSelvakumar Manickam","2015","http://link.springer.com/chapter/10.1007/978-3-662-46742-8_39","Chapter"
"Communication Complexity of Consensus in Anonymous Message Passing Systems","Principles of Distributed Systems","","","","10.1007/978-3-642-25873-2_14","Emanuele G. FuscoAndrzej Pelc","2011","http://link.springer.com/chapter/10.1007/978-3-642-25873-2_14","Chapter"
"Applying Link-Based Classification to Label Blogs","Advances in Web Mining and Web Usage Analysis","","","","10.1007/978-3-642-00528-2_6","Smriti BhagatGraham CormodeIrina Rozenbaum","2009","http://link.springer.com/chapter/10.1007/978-3-642-00528-2_6","Chapter"
"Assessing Fault Occurrence Likelihood for Service-Oriented Systems","Web Engineering","","","","10.1007/978-3-642-22233-7_5","Amal AlhosbanKhayyam HashmiZaki MalikBrahim Medjahed","2011","http://link.springer.com/chapter/10.1007/978-3-642-22233-7_5","Chapter"
"DAPT 2020 - Constructing a Benchmark Dataset for Advanced Persistent Threats","Deployable Machine Learning for Security Defense","","","","10.1007/978-3-030-59621-7_8","Sowmya MyneniAnkur ChowdharyAbdulhakim SaburSailik SenguptaGarima AgrawalDijiang HuangMyong Kang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59621-7_8","Chapter"
"On QKD Industrialization","Quantum Communication and Quantum Networking","","","","10.1007/978-3-642-11731-2_36","J. DávilaD. LanchoJ. MartinezV. Martin","2010","http://link.springer.com/chapter/10.1007/978-3-642-11731-2_36","Chapter"
"Cross-view similarity exploration for unsupervised cross-domain person re-identification","Neural Computing and Applications","","","","10.1007/s00521-020-05566-3","Shuren ZhouYing WangFan ZhangJie Wu","2021","http://link.springer.com/article/10.1007/s00521-020-05566-3","Article"
"A Unified Framework Integrating Recurrent Fully-Convolutional Networks and Optical Flow for Segmentation of the Left Ventricle in Echocardiography Data","Deep Learning in Medical Image Analysis and Multimodal Learning for Clinical Decision Support","","","","10.1007/978-3-030-00889-5_4","Mohammad H. JafariHany GirgisZhibin LiaoDelaram BehnamiAmir AbdiHooman VaseliChristina LuongRobert RohlingKen GinTerasa TsangPurang Abolmaesumi","2018","http://link.springer.com/chapter/10.1007/978-3-030-00889-5_4","Chapter"
"Quality Assessment of Echocardiographic Cine Using Recurrent Neural Networks: Feasibility on Five Standard View Planes","Medical Image Computing and Computer Assisted Intervention − MICCAI 2017","","","","10.1007/978-3-319-66179-7_35","Amir H. AbdiChristina LuongTeresa TsangJohn JueKen GinDarwin YeungDale HawleyRobert RohlingPurang Abolmaesumi","2017","http://link.springer.com/chapter/10.1007/978-3-319-66179-7_35","Chapter"
"Items2Data: Generating Synthetic Boolean Datasets from Itemsets","Databases Theory and Applications","","","","10.1007/978-3-030-12079-5_6","Ian Shane WongGillian DobbieYun Sing Koh","2019","http://link.springer.com/chapter/10.1007/978-3-030-12079-5_6","Chapter"
"Detecting Spammers with Changing Strategies via a Transfer Distance Learning Method","Advanced Data Mining and Applications","","","","10.1007/978-3-030-05090-0_24","Hao ChenJun LiuYanzhang Lv","2018","http://link.springer.com/chapter/10.1007/978-3-030-05090-0_24","Chapter"
"Alice: A General-Purpose Virtual Assistant Framework","Computational Science and Technology","","","","10.1007/978-981-33-4069-5_31","Soon-Chang PohYi-Fei TanChee-Pun OoiWooi-Haw TanAlbert QuekChee-Yong GanYew-Chun LeeZhun-Hau YapChin-Leei Cham","2021","http://link.springer.com/chapter/10.1007/978-981-33-4069-5_31","Chapter"
"DSDCS: Detection of Safe Driving via Crowd Sensing","Advanced Data Mining and Applications","","","","10.1007/978-3-030-05090-0_15","Yun DuXin GuoChenyang ShiYifan ZhuBohan Li","2018","http://link.springer.com/chapter/10.1007/978-3-030-05090-0_15","Chapter"
"Exploiting 2D compressed sensing and information entropy for secure color image compression and encryption","Neural Computing and Applications","","","","10.1007/s00521-021-05937-4","Zhihua GanJianqiang BiWenke DingXiuli Chai","2021","http://link.springer.com/article/10.1007/s00521-021-05937-4","Article"
"Trust Inference Path Search Combining Community Detection and Ant Colony Optimization","Web-Age Information Management","","","","10.1007/978-3-319-08010-9_73","Yao MaHongwei LuZaobin GanYizhu Zhao","2014","http://link.springer.com/chapter/10.1007/978-3-319-08010-9_73","Chapter"
"A Trojan Detector Generating Algorithm Based on Chaotic Theory","Advanced Intelligent Computing","","","","10.1007/978-3-642-24728-6_68","Jie QinQun SiHuijuan YanFuliang Yan","2012","http://link.springer.com/chapter/10.1007/978-3-642-24728-6_68","Chapter"
"Computer Science in the School Curriculum: Issues and Challenges","Tomorrow's Learning: Involving Everyone. Learning with and about Technologies and Computing","","","","10.1007/978-3-319-74310-3_43","Mary WebbTim BellNiki DavisYaacov J. KatzNicholas ReynoldsDianne P. ChambersMaciej M. SysłoAndrew FluckMargaret CoxCharoula AngeliJoyce Malyn‐SmithJoke VoogtJason ZagamiPeter MicheuzYousra ChtoukiNataša Mori","2017","http://link.springer.com/chapter/10.1007/978-3-319-74310-3_43","Chapter"
"Prioritization of Factors Affecting Government Employees’ Acceptance of EDMS Using the Analytic Hierarchy Process (AHP) Method","Computational Science and Technology","","","","10.1007/978-981-33-4069-5_29","Bridget Geoffrey LojononRayner Alfred","2021","http://link.springer.com/chapter/10.1007/978-981-33-4069-5_29","Chapter"
"Generating Talking Face Landmarks from Speech","Latent Variable Analysis and Signal Separation","","","","10.1007/978-3-319-93764-9_35","Sefik Emre EskimezRoss K. MaddoxChenliang XuZhiyao Duan","2018","http://link.springer.com/chapter/10.1007/978-3-319-93764-9_35","Chapter"
"Automated Analysis of Auction Traces","Agent-Mediated Electronic Commerce. Designing Trading Strategies and Mechanisms for Electronic Markets","","","","10.1007/978-3-642-15117-0_5","Mark HoogendoornMaria Gini","2010","http://link.springer.com/chapter/10.1007/978-3-642-15117-0_5","Chapter"
"Attention Gets You the Right Size and Fit in Fashion","Recommender Systems in Fashion and Retail","","","","10.1007/978-3-030-66103-8_5","Karl HajjarJulia LasserreAlex ZhaoReza Shirvany","2021","http://link.springer.com/chapter/10.1007/978-3-030-66103-8_5","Chapter"
"Obtaining costly unverifiable valuations from a single agent","Autonomous Agents and Multi-Agent Systems","","34","2","10.1007/s10458-020-09469-4","Erel Segal-HaleviShani AlkobyDavid Sarne","2020","http://link.springer.com/article/10.1007/s10458-020-09469-4","Article"
"Outfit Generation and Recommendation—An Experimental Study","Recommender Systems in Fashion and Retail","","","","10.1007/978-3-030-66103-8_7","Marjan CelikikMatthias KirmseTimo DenkPierre GagliardiSahar MbarekDuy PhamAna Peleteiro Ramallo","2021","http://link.springer.com/chapter/10.1007/978-3-030-66103-8_7","Chapter"
"C2C E-commerce Credit Model Research Based on IDS System","Data Science","","","","10.1007/978-981-13-2203-7_49","Xiaotang Li","2018","http://link.springer.com/chapter/10.1007/978-981-13-2203-7_49","Chapter"
"Factors Affecting Government Employees’ Acceptance of EDMS: A Systematic Review","Computational Science and Technology","","","","10.1007/978-981-33-4069-5_28","Bridget Geoffrey LojononRayner Alfred","2021","http://link.springer.com/chapter/10.1007/978-981-33-4069-5_28","Chapter"
"Research on ADS-B Interference Principle and Suppression Method","Artificial Intelligence in China","","","","10.1007/978-981-15-8599-9_38","Yi YangRuheng XieYang Ding","2021","http://link.springer.com/chapter/10.1007/978-981-15-8599-9_38","Chapter"
"Lecturus: Collaborative Mobile Phone Lecture Recording","Mobile Computing, Applications, and Services","","","","10.1007/978-3-319-90740-6_21","Amnon DekelYonit RushoOfir AghaiVidran AbdovichAvishay HajbiMax ZemskyRami Cohen","2018","http://link.springer.com/chapter/10.1007/978-3-319-90740-6_21","Chapter"
"Attention-based VGG-16 model for COVID-19 chest X-ray image classification","Applied Intelligence","","","","10.1007/s10489-020-02055-x","Chiranjibi SitaulaMohammad Belayet Hossain","2020","http://link.springer.com/article/10.1007/s10489-020-02055-x","Article"
"NE–LP: Normalized entropy- and loss prediction-based sampling for active learning in Chinese word segmentation on EHRs","Neural Computing and Applications","","","","10.1007/s00521-021-05896-w","Tingting CaiZhiyuan MaHong ZhengYangming Zhou","2021","http://link.springer.com/article/10.1007/s00521-021-05896-w","Article"
"A Misleading Attack against Semi-supervised Learning for Intrusion Detection","Modeling Decisions for Artificial Intelligence","","","","10.1007/978-3-642-16292-3_28","Fangzhou ZhuJun LongWentao ZhaoZhiping Cai","2010","http://link.springer.com/chapter/10.1007/978-3-642-16292-3_28","Chapter"
"Customs-Based Distributed Risk Assessment Method","Parallel Architectures, Algorithms and Programming","","","","10.1007/978-981-15-2767-8_37","Hussam JumaKhaled ShaalanIbrahim Kamel","2020","http://link.springer.com/chapter/10.1007/978-981-15-2767-8_37","Chapter"
"Artificial intelligence, cyber-threats and Industry 4.0: challenges and opportunities","Artificial Intelligence Review","","","","10.1007/s10462-020-09942-2","Adrien BécueIsabel PraçaJoão Gama","2021","http://link.springer.com/article/10.1007/s10462-020-09942-2","Article"
"Exploiting High Utility Occupancy Patterns","Web and Big Data","","","","10.1007/978-3-319-63579-8_19","Wensheng GanJerry Chun-Wei LinPhilippe Fournier-VigerHan-Chieh Chao","2017","http://link.springer.com/chapter/10.1007/978-3-319-63579-8_19","Chapter"
"Maintaining the discovered high-utility itemsets with transaction modification","Applied Intelligence","","44","1","10.1007/s10489-015-0697-3","Jerry Chun-Wei LinWensheng GanTzung-Pei Hong","2016","http://link.springer.com/article/10.1007/s10489-015-0697-3","Article"
"Efficiently mining frequent itemsets with weight and recency constraints","Applied Intelligence","","47","3","10.1007/s10489-017-0915-2","Jerry Chun-Wei LinWensheng GanPhilippe Fournier-VigerHan-Chieh ChaoTzung-Pei Hong","2017","http://link.springer.com/article/10.1007/s10489-017-0915-2","Article"
"Weighted frequent itemset mining over uncertain databases","Applied Intelligence","","44","1","10.1007/s10489-015-0703-9","Jerry Chun-Wei LinWensheng GanPhilippe Fournier-VigerTzung-Pei HongVincent S. Tseng","2016","http://link.springer.com/article/10.1007/s10489-015-0703-9","Article"
"FHUQI-Miner: Fast high utility quantitative itemset mining","Applied Intelligence","","","","10.1007/s10489-021-02204-w","Mourad NouiouaPhilippe Fournier-VigerCheng-Wei WuJerry Chun-Wei LinWensheng Gan","2021","http://link.springer.com/article/10.1007/s10489-021-02204-w","Article"
"Technology Adoption Models: Users’ Online Social Media Behavior Towards Visual Information","Computational Science and Technology","","","","10.1007/978-981-33-4069-5_2","Irma Syarlina Binti Che IliasSuzaimah RamliMuslihah WookNor Asiakin Hasbullah","2021","http://link.springer.com/chapter/10.1007/978-981-33-4069-5_2","Chapter"
